ID,Name,ATC_Equipment_Type,SSID,Urbalis_Sector_ID,IP_Address_Blue,IP_Address_Red,MIB_IP_Address_Blue,MIB_IP_Address_Red,Subnet_Mask_Blue,Subnet_Mask_Red,Gateway_IP_Address_Blue,Gateway_IP_Address_Red,Technical_Room_ID,Train_ID
6051,TRS_1_163,TRS_1,163,0,0.0.0.0,10.65.163.137,0.0.0.0,10.65.163.137,255.255.255.0,255.255.255.0,0.0.0.0,10.85.163.137,0,163
6053,TRS_1_165,TRS_1,165,0,0.0.0.0,10.65.165.137,0.0.0.0,10.65.165.137,255.255.255.0,255.255.255.0,0.0.0.0,10.85.185.137,0,165
6055,TRS_1_167,TRS_1,167,0,0.0.0.0,10.65.167.137,0.0.0.0,10.65.167.137,255.255.255.0,255.255.255.0,0.0.0.0,10.85.167.137,0,167
6057,TRS_1_169,TRS_1,169,0,0.0.0.0,10.65.169.137,0.0.0.0,10.65.169.137,255.255.255.0,255.255.255.0,0.0.0.0,10.85.169.137,0,169
6059,TRS_1_171,TRS_1,171,0,0.0.0.0,10.65.171.137,0.0.0.0,10.65.171.137,255.255.255.0,255.255.255.0,0.0.0.0,10.85.171.137,0,171
6061,TRS_1_173,TRS_1,173,0,0.0.0.0,10.65.173.137,0.0.0.0,10.65.173.137,255.255.255.0,255.255.255.0,0.0.0.0,10.85.173.137,0,173
6063,TRS_1_175,TRS_1,175,0,0.0.0.0,10.65.175.137,0.0.0.0,10.65.175.137,255.255.255.0,255.255.255.0,0.0.0.0,10.85.175.137,0,175
6189,TRS_2_45,TRS_2,45,0,10.69.45.138,0.0.0.0,10.69.45.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.45.138,0.0.0.0,0,45
6190,TRS_2_46,TRS_2,46,0,10.69.46.138,0.0.0.0,10.69.46.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.46.138,0.0.0.0,0,46
6191,TRS_2_47,TRS_2,47,0,10.69.47.138,0.0.0.0,10.69.47.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.47.138,0.0.0.0,0,47
6192,TRS_2_48,TRS_2,48,0,10.69.48.138,0.0.0.0,10.69.48.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.48.138,0.0.0.0,0,48
6193,TRS_2_49,TRS_2,49,0,10.69.49.138,0.0.0.0,10.69.49.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.49.138,0.0.0.0,0,49
6194,TRS_2_50,TRS_2,50,0,10.69.50.138,0.0.0.0,10.69.50.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.50.138,0.0.0.0,0,50
6195,TRS_2_51,TRS_2,51,0,10.69.51.138,0.0.0.0,10.69.51.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.51.138,0.0.0.0,0,51
6196,TRS_2_52,TRS_2,52,0,10.69.52.138,0.0.0.0,10.69.52.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.52.138,0.0.0.0,0,52
6197,TRS_2_53,TRS_2,53,0,10.69.53.138,0.0.0.0,10.69.53.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.53.138,0.0.0.0,0,53
6198,TRS_2_54,TRS_2,54,0,10.69.54.138,0.0.0.0,10.69.54.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.54.138,0.0.0.0,0,54
6199,TRS_2_55,TRS_2,55,0,10.69.55.138,0.0.0.0,10.69.55.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.55.138,0.0.0.0,0,55
6200,TRS_2_56,TRS_2,56,0,10.69.56.138,0.0.0.0,10.69.56.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.56.138,0.0.0.0,0,56
6201,TRS_2_57,TRS_2,57,0,10.69.57.138,0.0.0.0,10.69.57.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.57.138,0.0.0.0,0,57
6202,TRS_2_58,TRS_2,58,0,10.69.58.138,0.0.0.0,10.69.58.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.58.138,0.0.0.0,0,58
6203,TRS_2_59,TRS_2,59,0,10.69.59.138,0.0.0.0,10.69.59.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.59.138,0.0.0.0,0,59
6204,TRS_2_60,TRS_2,60,0,10.69.60.138,0.0.0.0,10.69.60.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.60.138,0.0.0.0,0,60
6205,TRS_2_61,TRS_2,61,0,10.69.61.138,0.0.0.0,10.69.61.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.61.138,0.0.0.0,0,61
6206,TRS_2_62,TRS_2,62,0,10.69.62.138,0.0.0.0,10.69.62.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.62.138,0.0.0.0,0,62
6207,TRS_2_63,TRS_2,63,0,10.69.63.138,0.0.0.0,10.69.63.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.63.138,0.0.0.0,0,63
6208,TRS_2_64,TRS_2,64,0,10.69.64.138,0.0.0.0,10.69.64.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.64.138,0.0.0.0,0,64
6209,TRS_2_65,TRS_2,65,0,10.69.65.138,0.0.0.0,10.69.65.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.65.138,0.0.0.0,0,65
6210,TRS_2_66,TRS_2,66,0,10.69.66.138,0.0.0.0,10.69.66.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.66.138,0.0.0.0,0,66
6211,TRS_2_67,TRS_2,67,0,10.69.67.138,0.0.0.0,10.69.67.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.67.138,0.0.0.0,0,67
6212,TRS_2_68,TRS_2,68,0,10.69.68.138,0.0.0.0,10.69.68.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.68.138,0.0.0.0,0,68
6213,TRS_2_69,TRS_2,69,0,10.69.69.138,0.0.0.0,10.69.69.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.84.138,0.0.0.0,0,69
6214,TRS_2_70,TRS_2,70,0,10.69.70.138,0.0.0.0,10.69.70.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.70.138,0.0.0.0,0,70
6215,TRS_2_71,TRS_2,71,0,10.69.71.138,0.0.0.0,10.69.71.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.71.138,0.0.0.0,0,71
6216,TRS_2_72,TRS_2,72,0,10.69.72.138,0.0.0.0,10.69.72.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.72.138,0.0.0.0,0,72
6217,TRS_2_73,TRS_2,73,0,10.69.73.138,0.0.0.0,10.69.73.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.73.138,0.0.0.0,0,73
6218,TRS_2_74,TRS_2,74,0,10.69.74.138,0.0.0.0,10.69.74.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.74.138,0.0.0.0,0,74
6219,TRS_2_75,TRS_2,75,0,10.69.75.138,0.0.0.0,10.69.75.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.75.138,0.0.0.0,0,75
6220,TRS_2_76,TRS_2,76,0,10.69.76.138,0.0.0.0,10.69.76.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.76.138,0.0.0.0,0,76
6221,TRS_2_77,TRS_2,77,0,10.69.77.138,0.0.0.0,10.69.77.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.77.138,0.0.0.0,0,77
6222,TRS_2_78,TRS_2,78,0,10.69.78.138,0.0.0.0,10.69.78.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.78.138,0.0.0.0,0,78
6223,TRS_2_79,TRS_2,79,0,10.69.79.138,0.0.0.0,10.69.79.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.79.138,0.0.0.0,0,79
6224,TRS_2_80,TRS_2,80,0,10.69.80.138,0.0.0.0,10.69.80.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.80.138,0.0.0.0,0,80
6225,TRS_2_81,TRS_2,81,0,10.69.81.138,0.0.0.0,10.69.81.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.81.138,0.0.0.0,0,81
6226,TRS_2_82,TRS_2,82,0,10.69.82.138,0.0.0.0,10.69.82.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.82.138,0.0.0.0,0,82
6227,TRS_2_83,TRS_2,83,0,10.69.83.138,0.0.0.0,10.69.83.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.83.138,0.0.0.0,0,83
6228,TRS_2_84,TRS_2,84,0,10.69.84.138,0.0.0.0,10.69.84.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.84.138,0.0.0.0,0,84
6229,TRS_2_85,TRS_2,85,0,10.69.85.138,0.0.0.0,10.69.85.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.85.138,0.0.0.0,0,85
6230,TRS_2_86,TRS_2,86,0,10.69.86.138,0.0.0.0,10.69.86.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.86.138,0.0.0.0,0,86
6231,TRS_2_87,TRS_2,87,0,10.69.87.138,0.0.0.0,10.69.87.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.87.138,0.0.0.0,0,87
6232,TRS_2_88,TRS_2,88,0,10.69.88.138,0.0.0.0,10.69.88.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.88.138,0.0.0.0,0,88
6233,TRS_2_89,TRS_2,89,0,10.69.89.138,0.0.0.0,10.69.89.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.89.138,0.0.0.0,0,89
6234,TRS_2_90,TRS_2,90,0,10.69.90.138,0.0.0.0,10.69.90.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.90.138,0.0.0.0,0,90
6235,TRS_2_91,TRS_2,91,0,10.69.91.138,0.0.0.0,10.69.91.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.91.138,0.0.0.0,0,91
6236,TRS_2_92,TRS_2,92,0,10.69.92.138,0.0.0.0,10.69.92.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.92.138,0.0.0.0,0,92
6237,TRS_2_93,TRS_2,93,0,10.69.93.138,0.0.0.0,10.69.93.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.93.138,0.0.0.0,0,93
6238,TRS_2_94,TRS_2,94,0,10.69.94.138,0.0.0.0,10.69.94.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.94.138,0.0.0.0,0,94
6239,TRS_2_95,TRS_2,95,0,10.69.95.138,0.0.0.0,10.69.95.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.95.138,0.0.0.0,0,95
6240,TRS_2_96,TRS_2,96,0,10.69.96.138,0.0.0.0,10.69.96.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.96.138,0.0.0.0,0,96
6241,TRS_2_97,TRS_2,97,0,10.69.97.138,0.0.0.0,10.69.97.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.97.138,0.0.0.0,0,97
6242,TRS_2_98,TRS_2,98,0,10.69.98.138,0.0.0.0,10.69.98.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.98.138,0.0.0.0,0,98
6243,TRS_2_99,TRS_2,99,0,10.69.99.138,0.0.0.0,10.69.99.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.99.138,0.0.0.0,0,99
6244,TRS_2_100,TRS_2,100,0,10.69.100.138,0.0.0.0,10.69.100.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.100.138,0.0.0.0,0,100
6245,TRS_2_101,TRS_2,101,0,10.69.101.138,0.0.0.0,10.69.101.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.101.138,0.0.0.0,0,101
6246,TRS_2_102,TRS_2,102,0,10.69.102.138,0.0.0.0,10.69.102.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.102.138,0.0.0.0,0,102
6247,TRS_2_103,TRS_2,103,0,10.69.103.138,0.0.0.0,10.69.103.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.103.138,0.0.0.0,0,103
6248,TRS_2_104,TRS_2,104,0,10.69.104.138,0.0.0.0,10.69.104.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.104.138,0.0.0.0,0,104
6249,TRS_2_105,TRS_2,105,0,10.69.105.138,0.0.0.0,10.69.105.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.105.138,0.0.0.0,0,105
6250,TRS_2_106,TRS_2,106,0,10.69.106.138,0.0.0.0,10.69.106.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.106.138,0.0.0.0,0,106
6251,TRS_2_107,TRS_2,107,0,10.69.107.138,0.0.0.0,10.69.107.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.107.138,0.0.0.0,0,107
6253,TRS_2_109,TRS_2,109,0,10.69.109.138,0.0.0.0,10.69.109.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.109.138,0.0.0.0,0,109
6255,TRS_2_111,TRS_2,111,0,10.69.111.138,0.0.0.0,10.69.111.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.111.138,0.0.0.0,0,111
6257,TRS_2_113,TRS_2,113,0,10.69.113.138,0.0.0.0,10.69.113.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.113.138,0.0.0.0,0,113
6259,TRS_2_115,TRS_2,115,0,10.69.115.138,0.0.0.0,10.69.115.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.115.138,0.0.0.0,0,115
6261,TRS_2_117,TRS_2,117,0,10.69.117.138,0.0.0.0,10.69.117.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.117.138,0.0.0.0,0,117
6263,TRS_2_119,TRS_2,119,0,10.69.119.138,0.0.0.0,10.69.119.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.119.138,0.0.0.0,0,119
6265,TRS_2_121,TRS_2,121,0,10.69.121.138,0.0.0.0,10.69.121.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.121.138,0.0.0.0,0,121
6267,TRS_2_123,TRS_2,123,0,10.69.123.138,0.0.0.0,10.69.123.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.123.138,0.0.0.0,0,123
6269,TRS_2_125,TRS_2,125,0,10.69.125.138,0.0.0.0,10.69.125.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.125.138,0.0.0.0,0,125
6271,TRS_2_127,TRS_2,127,0,10.69.127.138,0.0.0.0,10.69.127.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.127.138,0.0.0.0,0,127
6273,TRS_2_129,TRS_2,129,0,10.69.129.138,0.0.0.0,10.69.129.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.129.138,0.0.0.0,0,129
6275,TRS_2_131,TRS_2,131,0,10.69.131.138,0.0.0.0,10.69.131.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.131.138,0.0.0.0,0,131
6277,TRS_2_133,TRS_2,133,0,10.69.133.138,0.0.0.0,10.69.133.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.133.138,0.0.0.0,0,133
6279,TRS_2_135,TRS_2,135,0,10.69.135.138,0.0.0.0,10.69.135.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.135.138,0.0.0.0,0,135
6281,TRS_2_137,TRS_2,137,0,10.69.137.138,0.0.0.0,10.69.137.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.137.138,0.0.0.0,0,137
6283,TRS_2_139,TRS_2,139,0,10.69.139.138,0.0.0.0,10.69.139.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.139.138,0.0.0.0,0,139
6285,TRS_2_141,TRS_2,141,0,10.69.141.138,0.0.0.0,10.69.141.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.141.138,0.0.0.0,0,141
6287,TRS_2_143,TRS_2,143,0,10.69.143.138,0.0.0.0,10.69.143.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.143.138,0.0.0.0,0,143
6289,TRS_2_145,TRS_2,145,0,10.69.145.138,0.0.0.0,10.69.145.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.145.138,0.0.0.0,0,145
6291,TRS_2_147,TRS_2,147,0,10.69.147.138,0.0.0.0,10.69.147.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.147.138,0.0.0.0,0,147
6293,TRS_2_149,TRS_2,149,0,10.69.149.138,0.0.0.0,10.69.149.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.149.138,0.0.0.0,0,149
6295,TRS_2_151,TRS_2,151,0,10.69.151.138,0.0.0.0,10.69.151.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.151.138,0.0.0.0,0,151
6297,TRS_2_153,TRS_2,153,0,10.69.153.138,0.0.0.0,10.69.153.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.153.138,0.0.0.0,0,153
6299,TRS_2_155,TRS_2,155,0,10.69.155.138,0.0.0.0,10.69.155.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.155.138,0.0.0.0,0,155
6301,TRS_2_157,TRS_2,157,0,10.69.157.138,0.0.0.0,10.69.157.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.157.138,0.0.0.0,0,157
6303,TRS_2_159,TRS_2,159,0,10.69.159.138,0.0.0.0,10.69.159.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.159.138,0.0.0.0,0,159
6305,TRS_2_161,TRS_2,161,0,10.69.161.138,0.0.0.0,10.69.161.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.161.138,0.0.0.0,0,161
6307,TRS_2_163,TRS_2,163,0,10.69.163.138,0.0.0.0,10.69.163.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.163.138,0.0.0.0,0,163
6309,TRS_2_165,TRS_2,165,0,10.69.165.138,0.0.0.0,10.69.165.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.165.138,0.0.0.0,0,165
6311,TRS_2_167,TRS_2,167,0,10.69.167.138,0.0.0.0,10.69.167.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.167.138,0.0.0.0,0,167
6313,TRS_2_169,TRS_2,169,0,10.69.169.138,0.0.0.0,10.69.169.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.184.138,0.0.0.0,0,169
6315,TRS_2_171,TRS_2,171,0,10.69.171.138,0.0.0.0,10.69.171.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.171.138,0.0.0.0,0,171
6317,TRS_2_173,TRS_2,173,0,10.69.173.138,0.0.0.0,10.69.173.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.173.138,0.0.0.0,0,173
6319,TRS_2_175,TRS_2,175,0,10.69.175.138,0.0.0.0,10.69.175.138,0.0.0.0,255.255.255.0,255.255.255.0,10.84.175.138,0.0.0.0,0,175
