ID,Name,Track_ID,Kp_BeginValue,Kp_BeginCorrected_Trolley_Value,Kp_EndValue,Kp_EndCorrected_Trolley_Value,Train_Formation_Characteristics_ID_List,Direction_After_Change_Of_Direction,SSP_ID_List,Change_Of_Ends_Zone_ID_List,Default_Stop,Traffic_Reversal_Commands
1,COD_ASW_3B_LU_29_35_U,TR_3B_ASW_ITW,1029722,0,1042450,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_ASW_33_D_1;SSP_ASW_33_D_2;SSP_ASW_31_D_3;SSP_ASW_31_D_4;SSP_ASW_33_U_1;SSP_ASW_33_U_2;SSP_ASW_35_U_3;SSP_ASW_35_U_4,COE_ASW_3B_LU_29_35_U,false,None
2,COD_ASW_4B_RD_24A_22D_U,TR_4B_ASW_ITW,1035773,0,1048491,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_ASW_24_U_1;SSP_ASW_24_U_2;SSP_ASW_24_U_3;SSP_ASW_24_U_4;SSP_ASW_24_D_1;SSP_ASW_24_D_2;SSP_ASW_24_D_3;SSP_ASW_24_D_4,COE_ASW_4B_RD_24A_22D_U,false,None
3,COD_ZD_39_D,TR_3B_ASW_ITW,1077106,-4,1100877,10,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ZD_39_U,COE_ZD_39_D,false,None
4,COD_ZD_28_D,TR_4B_ASW_ITW,1077199,46,1100962,115,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ZD_28_U,COE_ZD_28_D,false,None
5,COD_HVW_3B_LU_3_B,TR_3B_ASW_ITW,1261277,0,1274616,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_HVW_3_U_1;SSP_HVW_3_U_2;SSP_HVW_3_U_3;SSP_HVW_3_U_4;SSP_HVW_3_D_1;SSP_HVW_3_D_2;SSP_HVW_3_D_3;SSP_HVW_3_D_4,COE_HVW_3B_LU_3_D;COE_HVW_3B_LU_3_U,false,None
6,COD_HVW_4B_RD_4_B,TR_4B_ASW_ITW,1263437,0,1276756,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_HVW_4_U_1;SSP_HVW_4_U_2;SSP_HVW_4_U_3;SSP_HVW_4_U_4;SSP_HVW_4_D_1;SSP_HVW_4_D_2;SSP_HVW_4_D_3;SSP_HVW_4_D_4,COE_HVW_4B_RD_4_D;COE_HVW_4B_RD_4_U,false,None
7,COD_HDS_3B_LU_7_B,TR_3B_ASW_ITW,1331038,0,1344112,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_HDS_7_U_1;SSP_HDS_7_U_2;SSP_HDS_7_U_3;SSP_HDS_7_U_4;SSP_HDS_7_D,COE_HDS_3B_LU_7_D;COE_HDS_3B_LU_7_U,false,None
8,COD_HDS_4B_RD_8_B,TR_4B_ASW_ITW,1333137,0,1346204,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_HDS_8_U_1;SSP_HDS_8_U_2;SSP_HDS_8_U_3;SSP_HDS_8_U_4;SSP_HDS_8_D,COE_HDS_4B_RD_8_D;COE_HDS_4B_RD_8_U,false,None
9,COD_HDS_101A_B,TR_S_1697_HDS,1420793,88,1425115,61,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_HDS_101A_D;SSP_HDS_101A_U,COE_HDS_101A_101D_D;COE_HDS_101A_101D_U,false,Up
10,COD_HDS_101B_B,TR_S_1697_HDS,1425115,61,1428315,79,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Both,SSP_HDS_101B_D;SSP_HDS_101B_U,COE_HDS_101A_101D_D;COE_HDS_101A_101D_U,false,None
11,COD_HDS_101C_B,TR_S_1697_HDS,1428315,79,1431515,26,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Both,SSP_HDS_101C_D;SSP_HDS_101C_U,COE_HDS_101A_101D_D;COE_HDS_101A_101D_U,false,None
12,COD_HDS_101D_B,TR_S_1697_HDS,1431515,26,1435837,-7,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_HDS_101D_U;SSP_HDS_101D_D,COE_HDS_101A_101D_D;COE_HDS_101A_101D_U,false,Down
13,COD_LLL_3B_LU_11_B,TR_3B_ASW_ITW,1386771,0,1399261,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_LLL_11_U_1;SSP_LLL_11_U_2;SSP_LLL_11_U_3;SSP_LLL_11_U_4;SSP_LLL_11_D_1;SSP_LLL_11_D_2;SSP_LLL_11_D_3;SSP_LLL_11_D_4,COE_LLL_3B_LU_11_D;COE_LLL_3B_LU_11_U,false,None
14,COD_LLL_4B_RD_12_B,TR_4B_ASW_ITW,1388838,0,1401301,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_LLL_12_U_1;SSP_LLL_12_U_2;SSP_LLL_12_U_3;SSP_LLL_12_U_4;SSP_LLL_12_D_1;SSP_LLL_12_D_2;SSP_LLL_12_D_3;SSP_LLL_12_D_4,COE_LLL_4B_RD_12_D;COE_LLL_4B_RD_12_U,false,None
15,COD_PJW_3B_LU_1_B,TR_3B_ASW_ITW,1466499,0,1479541,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_PJW_1_U_1;SSP_PJW_1_U_2;SSP_PJW_1_U_3;SSP_PJW_1_U_4;SSP_PJW_1_D,COE_PJW_3B_LU_1_D;COE_PJW_3B_LU_1_U,false,None
16,COD_PJW_4B_RD_2_B,TR_4B_ASW_ITW,1468519,0,1481591,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_PJW_2_U_1;SSP_PJW_2_U_2;SSP_PJW_2_U_3;SSP_PJW_2_U_4;SSP_PJW_2_D,COE_PJW_4B_RD_2_D;COE_PJW_4B_RD_2_U,false,None
17,COD_JLS_3B_LU_5_B,TR_3B_ASW_ITW,1547035,0,1560068,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_JLS_5_U;SSP_JLS_5_D_1;SSP_JLS_5_D_2;SSP_JLS_5_D_3;SSP_JLS_5_D_4,COE_JLS_3B_LU_5_D;COE_JLS_3B_LU_5_U,false,None
18,COD_JLS_4B_RD_6_B,TR_4B_ASW_ITW,1549223,0,1562286,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_JLS_6_U;SSP_JLS_6_D_1;SSP_JLS_6_D_2;SSP_JLS_6_D_3;SSP_JLS_6_D_4,COE_JLS_4B_RD_6_D;COE_JLS_4B_RD_6_U,false,None
19,COD_VLN_3B_LU_9_B,TR_3B_ASW_ITW,1633923,0,1646981,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_VLN_9_U_1;SSP_VLN_9_U_2;SSP_VLN_9_U_3;SSP_VLN_9_U_4;SSP_VLN_9_D,COE_VLN_3B_LU_9_D;COE_VLN_3B_LU_9_U,false,None
20,COD_VLN_4B_RD_10_B,TR_4B_ASW_ITW,1636047,0,1649108,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_VLN_10_U_1;SSP_VLN_10_U_2;SSP_VLN_10_U_3;SSP_VLN_10_U_4;SSP_VLN_10_D,COE_VLN_4B_RD_10_D;COE_VLN_4B_RD_10_U,false,None
21,COD_STD_3B_LU_13_B,TR_3B_ASW_ITW,1738413,0,1751399,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_STD_13_U_1;SSP_STD_13_U_2;SSP_STD_13_U_3;SSP_STD_13_U_4;SSP_STD_13_D_1;SSP_STD_13_D_2;SSP_STD_13_D_3;SSP_STD_13_D_4,COE_STD_3B_LU_13_D;COE_STD_3B_LU_13_U,false,None
22,COD_STD_4B_RD_14_22_B,TR_4B_ASW_ITW,1740478,0,1753467,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_STD_18_U_1;SSP_STD_18_U_2;SSP_STD_20_U_3;SSP_STD_20_U_4;SSP_STD_18_D_1;SSP_STD_18_D_2;SSP_STD_16_D_3;SSP_STD_16_D_4,COE_STD_4B_RD_14_22_D;COE_STD_4B_RD_14_22_U,false,None
23,COD_ITW_3B_LU_3A_3C_D,TR_3B_ASW_ITW,1862230,0,1875404,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_3_U_1;SSP_ITW_3_U_2;SSP_ITW_3_U_3;SSP_ITW_3_U_4;SSP_ITW_3_D_1;SSP_ITW_3_D_2;SSP_ITW_3_D_3;SSP_ITW_3_D_4,COE_ITW_3B_LU_3A_3C_D,false,None
24,COD_ITW_4B_RD_4A_4C_D,TR_4B_ASW_ITW,1865004,0,1877893,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_4_U_1;SSP_ITW_4_U_2;SSP_ITW_4_U_3;SSP_ITW_4_U_4;SSP_ITW_4_D_1;SSP_ITW_4_D_2;SSP_ITW_4_D_3;SSP_ITW_4_D_4,COE_ITW_4B_RD_4A_4C_D,false,None
25,COD_ITW_101A_U,TR_S_ITW1_ITW,1865059,0,1868536,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_ITW_101A_D,COE_ITW_101A_101D_U,false,Up
26,COD_ITW_101B_U,TR_S_ITW1_ITW,1868536,0,1871747,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Up,SSP_ITW_101B_D,COE_ITW_101A_101D_U,false,None
27,COD_ITW_101C_U,TR_S_ITW1_ITW,1871747,0,1874963,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Up,SSP_ITW_101C_D,COE_ITW_101A_101D_U,false,None
28,COD_ITW_101D_U,TR_S_ITW1_ITW,1874963,0,1879145,0,TRFC_S1S2_1;TRFC_S3M4_1,Up,SSP_ITW_101D_D,COE_ITW_101A_101D_U,false,None
29,COD_ITW_103A_D,TR_S_ITW1_ITW,1885998,0,1889883,0,TRFC_S1S2_1;TRFC_S3M4_1,Down,SSP_ITW_103A_U,COE_ITW_103A_103D_D,false,None
30,COD_ITW_103B_D,TR_S_ITW1_ITW,1889883,0,1893083,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Down,SSP_ITW_103B_U,COE_ITW_103A_103D_D,false,None
31,COD_ITW_103C_D,TR_S_ITW1_ITW,1893083,0,1896283,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_ITW_103C_U,COE_ITW_103A_103D_D,false,None
32,COD_ITW_103D_D,TR_S_ITW1_ITW,1896283,0,1899600,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_103D_U,COE_ITW_103A_103D_D,false,Down
33,COD_ITW_110A_U,TR_S_EOT_1529_ITW,1860477,0,1864014,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_ITW_110A_D,COE_ITW_110A_110D_U,false,Up
34,COD_ITW_110B_U,TR_S_EOT_1529_ITW,1864014,0,1867228,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Up,SSP_ITW_110B_D,COE_ITW_110A_110D_U,false,None
35,COD_ITW_110C_U,TR_S_EOT_1529_ITW,1867228,0,1870407,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Up,SSP_ITW_110C_D,COE_ITW_110A_110D_U,false,None
36,COD_ITW_110D_U,TR_S_EOT_1529_ITW,1870407,0,1874550,0,TRFC_S1S2_1;TRFC_S3M4_1,Up,SSP_ITW_110D_D,COE_ITW_110A_110D_U,false,None
37,COD_ITW_150A_D,TR_3C_ITW_ITW,1886607,0,1890817,0,TRFC_S1S2_1;TRFC_S3M4_1,Down,SSP_ITW_150A_U,COE_ITW_150A_150D_D,false,None
38,COD_ITW_150B_D,TR_3C_ITW_ITW,1890817,0,1894027,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Down,SSP_ITW_150B_U,COE_ITW_150A_150D_D,false,None
39,COD_ITW_150C_D,TR_3C_ITW_ITW,1894027,0,1897237,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_ITW_150C_U,COE_ITW_150A_150D_D,false,None
40,COD_ITW_150D_D,TR_3C_ITW_ITW,1897237,0,1900775,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_150D_U,COE_ITW_150A_150D_D,false,Down
41,COD_ITW_161A_D,TR_S_1505_EOT_ITW,1887512,0,1890950,0,TRFC_S1S2_1;TRFC_S3M4_1,Down,SSP_ITW_161A_U,COE_ITW_161A_161D_D,false,None
42,COD_ITW_161B_D,TR_S_1505_EOT_ITW,1890950,0,1894150,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Down,SSP_ITW_161B_U,COE_ITW_161A_161D_D,false,None
43,COD_ITW_161C_D,TR_S_1505_EOT_ITW,1894150,0,1897354,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_ITW_161C_U,COE_ITW_161A_161D_D,false,None
44,COD_ITW_161D_D,TR_S_1505_EOT_ITW,1897354,0,1900871,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_161D_U,COE_ITW_161A_161D_D,false,Down
45,COD_ITW_170A_D,TR_S_1531_EOT_ITW,1887513,0,1890997,0,TRFC_S1S2_1;TRFC_S3M4_1,Down,SSP_ITW_170A_U,COE_ITW_170A_170D_D,false,None
46,COD_ITW_170B_D,TR_S_1531_EOT_ITW,1890997,0,1894197,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Down,SSP_ITW_170B_U,COE_ITW_170A_170D_D,false,None
47,COD_ITW_170C_D,TR_S_1531_EOT_ITW,1894197,0,1897402,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_ITW_170C_U,COE_ITW_170A_170D_D,false,None
48,COD_ITW_170D_D,TR_S_1531_EOT_ITW,1897402,0,1900858,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_170D_U,COE_ITW_170A_170D_D,false,Down
49,COD_ITW_181A_D,TR_S_ITW2_ITW,1890222,0,1893752,0,TRFC_S1S2_1;TRFC_S3M4_1,Down,SSP_ITW_181A_U,COE_ITW_181A_181D_D,false,None
50,COD_ITW_181B_D,TR_S_ITW2_ITW,1893752,0,1896952,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Down,SSP_ITW_181B_U,COE_ITW_181A_181D_D,false,None
51,COD_ITW_181C_D,TR_S_ITW2_ITW,1896952,0,1900152,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_ITW_181C_U,COE_ITW_181A_181D_D,false,None
52,COD_ITW_181D_D,TR_S_ITW2_ITW,1900152,0,1903563,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_181D_U,COE_ITW_181A_181D_D,false,Down
53,COD_ITW_190A_D,TR_S_1509_EOT_ITW,1890221,0,1893780,0,TRFC_S1S2_1;TRFC_S3M4_1,Down,SSP_ITW_190A_U,COE_ITW_190A_190D_D,false,None
54,COD_ITW_190B_D,TR_S_1509_EOT_ITW,1893780,0,1897025,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Down,SSP_ITW_190B_U,COE_ITW_190A_190D_D,false,None
55,COD_ITW_190C_D,TR_S_1509_EOT_ITW,1897025,0,1900225,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_ITW_190C_U,COE_ITW_190A_190D_D,false,None
56,COD_ITW_190D_D,TR_S_1509_EOT_ITW,1900225,0,1903575,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_190D_U,COE_ITW_190A_190D_D,false,Down
57,COD_ITW_120A_U,TR_S_ITW2_ITW,1862392,0,1865742,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_ITW_120A_D,COE_ITW_120A_120D_U,false,Up
58,COD_ITW_120B_U,TR_S_ITW2_ITW,1865742,0,1868942,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Up,SSP_ITW_120B_D,COE_ITW_120A_120D_U,false,None
59,COD_ITW_120C_U,TR_S_ITW2_ITW,1868942,0,1872142,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Up,SSP_ITW_120C_D,COE_ITW_120A_120D_U,false,None
60,COD_ITW_120D_U,TR_S_ITW2_ITW,1872142,0,1875684,0,TRFC_S1S2_1;TRFC_S3M4_1,Up,SSP_ITW_120D_D,COE_ITW_120A_120D_U,false,None
61,COD_ITW_130A_U,TR_S_ITW3_ITW,1858746,0,1863107,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_ITW_130A_D,COE_ITW_130A_130D_U,false,Up
62,COD_ITW_130B_U,TR_S_ITW3_ITW,1863107,0,1866318,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Up,SSP_ITW_130B_D,COE_ITW_130A_130D_U,false,None
63,COD_ITW_130C_U,TR_S_ITW3_ITW,1866318,0,1869537,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Up,SSP_ITW_130C_D,COE_ITW_130A_130D_U,false,None
64,COD_ITW_130D_U,TR_S_ITW3_ITW,1869537,0,1873033,0,TRFC_S1S2_1;TRFC_S3M4_1,Up,SSP_ITW_130D_D,COE_ITW_130A_130D_U,false,None
65,COD_ITW_140A_U,TR_S_EOT_1521_ITW,1857442,0,1861788,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_ITW_140A_D,COE_ITW_140A_140D_U,false,Up
66,COD_ITW_140B_U,TR_S_EOT_1521_ITW,1861788,0,1864999,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Up,SSP_ITW_140B_D,COE_ITW_140A_140D_U,false,None
67,COD_ITW_140C_U,TR_S_EOT_1521_ITW,1864999,0,1868218,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Up,SSP_ITW_140C_D,COE_ITW_140A_140D_U,false,None
68,COD_ITW_140D_U,TR_S_EOT_1521_ITW,1868218,0,1871634,0,TRFC_S1S2_1;TRFC_S3M4_1,Up,SSP_ITW_140D_D,COE_ITW_140A_140D_U,false,None
