ID,Name,Track_ID,Kp_BeginValue,Kp_BeginCorrected_Trolley_Value,Kp_EndValue,Kp_EndCorrected_Trolley_Value,Train_Formation_Characteristics_ID_List,Direction_After_Change_Of_Direction,SSP_ID_List,Change_Of_Ends_Zone_ID_List,Default_Stop,Traffic_Reversal_Commands
69,COD_ITW_100A_U,TR_S_ITW1_ITW,1851648,0,1855146,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_ITW_100A_D,COE_ITW_100A_100D_U,false,Up
70,COD_ITW_100B_U,TR_S_ITW1_ITW,1855146,0,1858358,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Up,SSP_ITW_100B_D,COE_ITW_100A_100D_U,false,None
71,COD_ITW_100C_U,TR_S_ITW1_ITW,1858358,0,1861563,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Up,SSP_ITW_100C_D,COE_ITW_100A_100D_U,false,None
72,COD_ITW_100D_U,TR_S_ITW1_ITW,1861563,0,1865059,0,TRFC_S1S2_1;TRFC_S3M4_1,Up,SSP_ITW_100D_D,COE_ITW_100A_100D_U,false,None
73,COD_ITW_132_D,TR_S_ITW3_ITW,1879506,0,1896799,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_ITW_132_U,COE_ITW_132_D,false,None
1001,COD_ND_1_U,TR_7A_ND_ZD,619136,994,632586,19,TRFC_M5M6,Up,SSP_ND_1_D_M5M6_4,COE_ND_1_3_U_M5,false,Up
1002,COD_ND_3_U,TR_7A_ND_ZD,632586,19,644836,30,TRFC_M5M6,Up,SSP_ND_3_D_M5M6_4,COE_ND_1_3_U_M5,false,None
1003,COD_ND_100_U,TR_S_EOT_3207_ND,611840,602,625630,-686,TRFC_M5M6,Up,SSP_ND_100_D_M5M6_4,COE_ND_100_101_U_M5,false,Up
1004,COD_ND_101_U,TR_S_EOT_3207_ND,625630,-686,638880,-671,TRFC_M5M6,Up,SSP_ND_101_D_M5M6_4,COE_ND_100_101_U_M5,false,None
1005,COD_ND_110_U,TR_S_EOT_3213_ND,608956,3410,625706,-713,TRFC_M5M6,Up,SSP_ND_110_D_M5M6_4,COE_ND_110_111_U_M5,false,Up
1006,COD_ND_111_U,TR_S_EOT_3213_ND,625706,-713,638956,-825,TRFC_M5M6,Up,SSP_ND_111_D_M5M6_4,COE_ND_110_111_U_M5,false,None
1007,COD_ND_120_U,TR_S_EOT_3211_ND,610523,1839,624173,969,TRFC_M5M6,Up,SSP_ND_120_D_M5M6_4,COE_ND_120_121_U_M5,false,Up
1008,COD_ND_121_U,TR_S_EOT_3211_ND,624173,969,636423,1064,TRFC_M5M6,Up,SSP_ND_121_D_M5M6_4,COE_ND_120_121_U_M5,false,None
1009,COD_ND_130_U,TR_S_EOT_3205_ND,624736,517,638036,-715,TRFC_M5M6,Up,SSP_ND_130_D_M5M6_4,COE_ND_130_U_M5,false,None
1010,COD_ND_2_U,TR_8_ND_ZD,624087,1217,646187,27,TRFC_M5M6,Up,SSP_ND_2_D_M5M6_4,COE_ND_2_U_M5,false,None
1011,COD_ND_8_RD_6_B,TR_8_ND_ZD,659400,0,672439,-16,TRFC_M5M6,Both,SSP_ND_6_D_M5M6_4;SSP_ND_6_U_M5M6_4,COE_ND_8_RD_6_U_M5;COE_ND_8_RD_6_D_M5,false,None
1012,COD_ND_7A_LU_7_B,TR_7A_ND_ZD,659400,0,672431,7,TRFC_M5M6,Both,SSP_ND_7_D_M5M6_4;SSP_ND_7_U_M5M6_4,COE_ND_7A_LU_7_U_M5;COE_ND_7A_LU_7_D_M5,false,None
1013,COD_NDP_7A_LU_1_B,TR_7A_ND_ZD,834862,14,846866,11,TRFC_M5M6,Both,SSP_NDP_1_D_M5M6_4;SSP_NDP_1_U_M5M6_4,COE_NDP_7A_LU_1_U_M5;COE_NDP_7A_LU_1_D_M5,false,None
1014,COD_NDP_8_RD_2_B,TR_8_ND_ZD,834724,-46,847069,-45,TRFC_M5M6,Both,SSP_NDP_2_D_M5M6_4;SSP_NDP_2_U_M5M6_4,COE_NDP_8_RD_2_U_M5;COE_NDP_8_RD_2_D_M5,false,None
1015,COD_CSN_8_LD_14_B,TR_8_ND_ZD,998639,157,1013101,217,TRFC_M5M6,Both,SSP_CSN_14_D_M5M6_4;SSP_CSN_14_U_M5M6_4,COE_CSN_8_LD_14_U_M5;COE_CSN_8_LD_14_D_M5,false,None
1016,COD_CSN_7A_RU_15_B,TR_7A_ND_ZD,998587,119,1013078,143,TRFC_M5M6,Both,SSP_CSN_15_D_M5M6_4;SSP_CSN_15_U_M5M6_4,COE_CSN_7A_RU_15_U_M5;COE_CSN_7A_RU_15_D_M5,false,None
1017,COD_RKN_7A_LU_1_B,TR_7A_ND_ZD,1110516,37,1122777,674,TRFC_M5M6,Both,SSP_RKN_1_D_M5M6_4;SSP_RKN_1_U_M5M6_4,COE_RKN_7A_LU_1_U_M5;COE_RKN_7A_LU_1_D_M5,false,None
1018,COD_RKN_8_RD_2_B,TR_8_ND_ZD,1110074,-21,1122336,684,TRFC_M5M6,Both,SSP_RKN_2_D_M5M6_4;SSP_RKN_2_U_M5M6_4,COE_RKN_8_RD_2_U_M5;COE_RKN_8_RD_2_D_M5,false,None
1019,COD_VZG_7A_LU_5_B,TR_7A_ND_ZD,1223800,71,1236200,555,TRFC_M5M6,Both,SSP_VZG_5_D_M5M6_4;SSP_VZG_5_U_M5M6_4,COE_VZG_7A_LU_5_U_M5;COE_VZG_7A_LU_5_D_M5,false,None
1020,COD_VZG_8_RD_6_B,TR_8_ND_ZD,1223800,-399,1236200,-67,TRFC_M5M6,Both,SSP_VZG_6_D_M5M6_4;SSP_VZG_6_U_M5M6_4,COE_VZG_8_RD_6_U_M5;COE_VZG_8_RD_6_D_M5,false,None
1021,COD_DPP_7A_LU_9_B,TR_7A_ND_ZD,1300400,114,1313400,79,TRFC_M5M6,Both,SSP_DPP_9_D_M5M6_4;SSP_DPP_9_U_M5M6_4,COE_DPP_7A_LU_9_U_M5;COE_DPP_7A_LU_9_D_M5,false,None
1022,COD_DPP_8_LD_10_B,TR_8_ND_ZD,1300400,-1125,1313400,-190,TRFC_M5M6,Both,SSP_DPP_10_D_M5M6_4;SSP_DPP_10_U_M5M6_4,COE_DPP_8_LD_10_U_M5;COE_DPP_8_LD_10_D_M5,false,None
1023,COD_EPP_8_LD_34_B,TR_8_ND_ZD,1436900,97,1451200,-510,TRFC_M5M6,Both,SSP_EPP_34_D_M5M6_4;SSP_EPP_34_U_M5M6_4,COE_EPP_8_LD_34_U_M5;COE_EPP_8_LD_34_D_M5,false,None
1024,COD_EPP_7A_RU_45_B,TR_7A_ND_ZD,1436900,1428,1451200,820,TRFC_M5M6,Both,SSP_EPP_45_D_M5M6_4;SSP_EPP_45_U_M5M6_4,COE_EPP_7A_RU_45_U_M5;COE_EPP_7A_RU_45_D_M5,false,None
1025,COD_ZD_7A_RU_55_D,TR_7A_ND_ZD,1583800,650,1596100,647,TRFC_M5M6,Down,SSP_ZD_55_D_M5M6_4;SSP_ZD_55_U_M5M6_4,COE_ZD_7A_RU_55_D_M5,false,None
1026,COD_CSN_100A_U,TR_S_EOT_3277_CSN,918512,417,934336,-811,TRFC_M5M6,Up,SSP_CSN_100A_D_M5M6_4,COE_CSN_100A_U_M5,false,None
2001,COD_CS_2A_RD_2_U,TR_2A_CS_GN,11494,0,24616,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_CS_2_U_12;SSP_CS_2_U_3;SSP_CS_2_U_4;SSP_CS_2_D_1;SSP_CS_2_D_234,COE_CS_2A_RD_2_U,false,None
2002,COD_CS_1A_LU_1_U,TR_1A_CS_GN,11368,0,24263,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_CS_1_D_1;SSP_CS_1_D_234;SSP_CS_1_U_12;SSP_CS_1_U_3;SSP_CS_1_U_4,COE_CS_1A_LU_1_U,false,None
2003,COD_NMT_2A_RD_2_B,TR_2A_CS_GN,85965,0,101412,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_NMT_2_U_1;SSP_NMT_2_U_2;SSP_NMT_2_U_3;SSP_NMT_2_U_4;SSP_NMT_2_D_1;SSP_NMT_2_D_2;SSP_NMT_2_D_3;SSP_NMT_2_D_4,COE_NMT_2A_RD_2_U;COE_NMT_2A_RD_2_D,false,None
2004,COD_NMT_1A_LU_1_B,TR_1A_CS_GN,85340,0,101089,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_NMT_1_U_1;SSP_NMT_1_U_2;SSP_NMT_1_U_3;SSP_NMT_1_U_4;SSP_NMT_1_D_1;SSP_NMT_1_D_2;SSP_NMT_1_D_3;SSP_NMT_1_D_4,COE_NMT_1A_LU_1_U;COE_NMT_1A_LU_1_D,false,None
2005,COD_WLP_2A_RD_6_B,TR_2A_CS_GN,142410,0,157878,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_WLP_6_U_1;SSP_WLP_6_U_2;SSP_WLP_6_U_3;SSP_WLP_6_U_4;SSP_WLP_6_D_1;SSP_WLP_6_D_2;SSP_WLP_6_D_3;SSP_WLP_6_D_4,COE_WLP_2A_RD_6_U;COE_WLP_2A_RD_6_D,false,None
2006,COD_WLP_1A_LU_5_B,TR_1A_CS_GN,142732,0,158217,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_WLP_5_U_1;SSP_WLP_5_U_2;SSP_WLP_5_U_3;SSP_WLP_5_U_4;SSP_WLP_5_D_1;SSP_WLP_5_D_2;SSP_WLP_5_D_3;SSP_WLP_5_D_4,COE_WLP_1A_LU_5_U;COE_WLP_1A_LU_5_D,false,None
2007,COD_WPP_2A_LD_10_B,TR_2A_CS_GN,212211,0,225531,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_WPP_10_U_1;SSP_WPP_10_U_2;SSP_WPP_10_U_3;SSP_WPP_10_U_4;SSP_WPP_10_D_1;SSP_WPP_10_D_2;SSP_WPP_10_D_3;SSP_WPP_10_D_4,COE_WPP_2A_LD_10_U;COE_WPP_2A_LD_10_D,false,None
2008,COD_WPP_1A_RU_11_B,TR_1A_CS_GN,212268,0,225530,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_WPP_11_U_1;SSP_WPP_11_U_2;SSP_WPP_11_U_3;SSP_WPP_11_U_4;SSP_WPP_11_D_1;SSP_WPP_11_D_2;SSP_WPP_11_D_3;SSP_WPP_11_D_4,COE_WPP_1A_RU_11_U;COE_WPP_1A_RU_11_D,false,None
2009,COD_WBS_2A_RD_16_B,TR_2A_CS_GN,295769,0,311194,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_WBS_16_U_1;SSP_WBS_16_U_2;SSP_WBS_16_U_3;SSP_WBS_16_U_4;SSP_WBS_16_D_1;SSP_WBS_16_D_2;SSP_WBS_16_D_3;SSP_WBS_16_D_4,COE_WBS_2A_RD_16_U;COE_WBS_2A_RD_16_D,false,None
2010,COD_WBS_1A_LU_17_B,TR_1A_CS_GN,295775,0,311254,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_WBS_17_U_1;SSP_WBS_17_U_2;SSP_WBS_17_U_3;SSP_WBS_17_U_4;SSP_WBS_17_D_1;SSP_WBS_17_D_2;SSP_WBS_17_D_3;SSP_WBS_17_D_4,COE_WBS_1A_LU_17_U;COE_WBS_1A_LU_17_D,false,None
2011,COD_ASA_2A_LD_4_8_B,TR_2A_CS_GN,391461,0,404551,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_ASA_6_U_1;SSP_ASA_6_U_2;SSP_ASA_8_U_3;SSP_ASA_8_U_4;SSP_ASA_6_D_1;SSP_ASA_6_D_2;SSP_ASA_4_D_3;SSP_ASA_4_D_4,COE_ASA_2A_LD_4_8_U;COE_ASA_2A_LD_4_8_D,false,None
2012,COD_ASA_1A_RU_3_B,TR_1A_CS_GN,389972,0,405963,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_ASA_3_U_1;SSP_ASA_3_U_2;SSP_ASA_3_U_3;SSP_ASA_3_U_4;SSP_ASA_3_D_1;SSP_ASA_3_D_2;SSP_ASA_3_D_3;SSP_ASA_3_D_4,COE_ASA_1A_RU_3_U;COE_ASA_1A_RU_3_D,false,None
2013,COD_SLW_4A_LD_24_B,TR_4A_SLW_ZD,463334,0,471867,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Both,SSP_SLW_24_U;SSP_SLW_24_D_1;SSP_SLW_24_D_2,COE_SLW_4A_LD_24_U;COE_SLW_4A_LD_24_D,false,None
2014,COD_SLW_3A_RU_15_B,TR_3A_SLW_ZD,463435,0,471982,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Both,SSP_SLW_15_U;SSP_SLW_15_D_1;SSP_SLW_15_D_2,COE_SLW_3A_RU_15_U;COE_SLW_3A_RU_15_D,false,None
2015,COD_SLW_2A_RD_12_B,TR_2A_CS_GN,456338,0,471784,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_SLW_12_D_1;SSP_SLW_12_D_2;SSP_SLW_12_D_3;SSP_SLW_12_D_4;SSP_SLW_12_U,COE_SLW_2A_RD_12_U;COE_SLW_2A_RD_12_D,false,None
2016,COD_SLW_1A_LU_7_B,TR_1A_CS_GN,456516,0,472012,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_SLW_7_D_1;SSP_SLW_7_D_2;SSP_SLW_7_D_3;SSP_SLW_7_D_4;SSP_SLW_7_U,COE_SLW_1A_LU_7_U;COE_SLW_1A_LU_7_D,false,None
2017,COD_MDW_2A_RD_8_B,TR_2A_CS_GN,592026,0,606941,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_MDW_8_U;SSP_MDW_8_D_1;SSP_MDW_8_D_2;SSP_MDW_8_D_3;SSP_MDW_8_D_4,COE_MDW_2A_RD_8_U;COE_MDW_2A_RD_8_D,false,None
2018,COD_MDW_6C_LD_16_B,TR_6C_MDW_MDW,593179,0,606998,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_MDW_16D_D_1;SSP_MDW_16C_D_2;SSP_MDW_16B_D_3;SSP_MDW_16A_D_4;SSP_MDW_16D_U,COE_MDW_6C_LD_16_U;COE_MDW_6C_LD_16_D,false,None
2019,COD_MDW_5C_RU_15_B,TR_5C_MDW_MDW,594097,0,607916,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_MDW_15D_D_1;SSP_MDW_15C_D_2;SSP_MDW_15B_D_3;SSP_MDW_15A_D_4;SSP_MDW_15D_U,COE_MDW_5C_RU_15_U;COE_MDW_5C_RU_15_D,false,None
2020,COD_MDW_1A_LU_7_B,TR_1A_CS_GN,592952,0,607817,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_MDW_7_D_1;SSP_MDW_7_D_2;SSP_MDW_7_D_3;SSP_MDW_7_D_4;SSP_MDW_7_U,COE_MDW_1A_LU_7_U;COE_MDW_1A_LU_7_D,false,None
2021,COD_DVD_2A_LD_2_B,TR_2A_CS_GN,679059,0,694540,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_DVD_2_U_1;SSP_DVD_2_U_2;SSP_DVD_2_U_3;SSP_DVD_2_U_4;SSP_DVD_2_D_1;SSP_DVD_2_D_2;SSP_DVD_2_D_3;SSP_DVD_2_D_4,COE_DVD_2A_LD_2_U;COE_DVD_2A_LD_2_D,false,None
2022,COD_DVD_1A_RU_1_B,TR_1A_CS_GN,680201,0,695680,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_DVD_1_U_1;SSP_DVD_1_U_2;SSP_DVD_1_U_3;SSP_DVD_1_U_4;SSP_DVD_1_D_1;SSP_DVD_1_D_2;SSP_DVD_1_D_3;SSP_DVD_1_D_4,COE_DVD_1A_RU_1_U;COE_DVD_1A_RU_1_D,false,None
2023,COD_SVT_2A_RD_6_B,TR_2A_CS_GN,742929,0,758378,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_SVT_6_U_1;SSP_SVT_6_U_2;SSP_SVT_6_U_3;SSP_SVT_6_U_4;SSP_SVT_6_D_1;SSP_SVT_6_D_2;SSP_SVT_6_D_3;SSP_SVT_6_D_4,COE_SVT_2A_RD_6_U;COE_SVT_2A_RD_6_D,false,None
2024,COD_SVT_1A_LU_5_B,TR_1A_CS_GN,743975,0,759463,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_SVT_5_U_1;SSP_SVT_5_U_2;SSP_SVT_5_U_3;SSP_SVT_5_U_4;SSP_SVT_5_D_1;SSP_SVT_5_D_2;SSP_SVT_5_D_3;SSP_SVT_5_D_4,COE_SVT_1A_LU_5_U;COE_SVT_1A_LU_5_D,false,None
2025,COD_BMR_2A_RD_2_B,TR_2A_CS_GN,833839,0,849316,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_BMR_2_D;SSP_BMR_2_U_1;SSP_BMR_2_U_2;SSP_BMR_2_U_3;SSP_BMR_2_U_4,COE_BMR_2A_RD_2_U;COE_BMR_2A_RD_2_D,false,None
2026,COD_BMR_1A_LU_1_B,TR_1A_CS_GN,834620,0,850355,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_BMR_1_D;SSP_BMR_1_U_1;SSP_BMR_1_U_2;SSP_BMR_1_U_3;SSP_BMR_1_U_4,COE_BMR_1A_LU_1_U;COE_BMR_1A_LU_1_D,false,None
2027,COD_BLW_2A_RD_6_B,TR_2A_CS_GN,891586,0,907079,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_BLW_6_U_1;SSP_BLW_6_U_2;SSP_BLW_6_U_3;SSP_BLW_6_U_4;SSP_BLW_6_D_1;SSP_BLW_6_D_2;SSP_BLW_6_D_3;SSP_BLW_6_D_4,COE_BLW_2A_RD_6_U;COE_BLW_2A_RD_6_D,false,None
2028,COD_BLW_1A_LU_5_B,TR_1A_CS_GN,892712,0,908168,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_BLW_5_U_1;SSP_BLW_5_U_2;SSP_BLW_5_U_3;SSP_BLW_5_U_4;SSP_BLW_5_D_1;SSP_BLW_5_D_2;SSP_BLW_5_D_3;SSP_BLW_5_D_4,COE_BLW_1A_LU_5_U;COE_BLW_1A_LU_5_D,false,None
2029,COD_HLD_2A_RD_2_B,TR_2A_CS_GN,1000516,0,1016004,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_HLD_2_U_1;SSP_HLD_2_U_2;SSP_HLD_2_U_3;SSP_HLD_2_U_4;SSP_HLD_2_D_1;SSP_HLD_2_D_2;SSP_HLD_2_D_3;SSP_HLD_2_D_4,COE_HLD_2A_RD_2_U;COE_HLD_2A_RD_2_D,false,None
2030,COD_HLD_1A_LU_1_B,TR_1A_CS_GN,1001609,0,1017096,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_HLD_1_U_1;SSP_HLD_1_U_2;SSP_HLD_1_U_3;SSP_HLD_1_U_4;SSP_HLD_1_D_1;SSP_HLD_1_D_2;SSP_HLD_1_D_3;SSP_HLD_1_D_4,COE_HLD_1A_LU_1_U;COE_HLD_1A_LU_1_D,false,None
2031,COD_RGB_2A_RD_6_10_B,TR_2A_CS_GN,1122135,0,1137627,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_RGB_8_U_1;SSP_RGB_8_U_2;SSP_RGB_10_U_3;SSP_RGB_10_U_4;SSP_RGB_8_D_1;SSP_RGB_8_D_2;SSP_RGB_6_D_3;SSP_RGB_6_D_4,COE_RGB_2A_RD_6_12_U;COE_RGB_2A_RD_6_12_D,false,None
2032,COD_RGB_1A_LU_5_B,TR_1A_CS_GN,1123731,0,1139222,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_RGB_5_U_1;SSP_RGB_5_U_2;SSP_RGB_5_U_3;SSP_RGB_5_U_4;SSP_RGB_5_D_1;SSP_RGB_5_D_2;SSP_RGB_5_D_3;SSP_RGB_5_D_4,COE_RGB_1A_LU_5_U;COE_RGB_1A_LU_5_D,false,None
2033,COD_GN_2A_RD_16_B,TR_2A_CS_GN,1225345,0,1238532,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_GN_16_U_1;SSP_GN_16_U_2;SSP_GN_16_U_3;SSP_GN_16_U_4;SSP_GN_16_D_1;SSP_GN_16_D_2;SSP_GN_16_D_3;SSP_GN_16_D_4,COE_GN_2A_RD_16_U;COE_GN_2A_RD_16_D,false,None
