ID,Name,Area_Type,Adjacent_Signalisation_Area_ID_List,Localisation_Type,Area_Boundary_Secondary_Detection_Device_ID_List
11,SIA_CATS,ATS_Central_Server,SIA_ATS_1;SIA_LATS_1;SIA_MSS;SIA_ATS_2;SIA_LATS_2,Mainline,SDD_ZD_27;SDD_ZD_29;SDD_ZD_31;SDD_ZD_33;SDD_ZD_35;SDD_ZD_37;SDD_ZD_39;SDD_ZD_41;SDD_ZD_22;SDD_ZD_24A;SDD_ZD_26;SDD_ZD_28;SDD_ZD_30;SDD_HDS_1;SDD_HDS_3;SDD_HDS_5;SDD_HDS_7;SDD_HDS_9;SDD_HDS_11;SDD_HDS_13;SDD_HDS_15;SDD_HDS_17;SDD_HDS_2;SDD_HDS_4;SDD_HDS_6;SDD_HDS_8;SDD_HDS_10;SDD_HDS_12;SDD_HDS_14;SDD_HDS_16;SDD_HDS_18;SDD_HDS_100;SDD_HDS_101A;SDD_HDS_101B;SDD_HDS_101C;SDD_HDS_101D;SDD_HDS_102;SDD_VLN_1;SDD_VLN_3;SDD_VLN_5;SDD_VLN_7;SDD_VLN_9;SDD_VLN_11;SDD_VLN_13;SDD_VLN_2;SDD_VLN_4;SDD_VLN_6;SDD_VLN_8;SDD_VLN_10;SDD_VLN_12;SDD_VLN_14;SDD_VLN_16;SDD_VLN_18;SDD_VLN_20;SDD_VLN_22;SDD_ITW_1;SDD_ITW_3A;SDD_ITW_5;SDD_ITW_2;SDD_ITW_4A;SDD_ITW_6;SDD_ITW_3B;SDD_ITW_3C;SDD_ITW_4B;SDD_ITW_4C;SDD_ZD_24B;SDD_ZD_24C;SDD_ZD_24D;SDD_ND_1;SDD_ND_2;SDD_ND_3;SDD_ND_4;SDD_ND_5;SDD_ND_6;SDD_ND_7;SDD_ND_8;SDD_ND_9;SDD_ND_100;SDD_ND_101;SDD_ND_110;SDD_ND_111;SDD_ND_112;SDD_ND_120;SDD_ND_121;SDD_ND_122;SDD_ND_130;SDD_CSN_1;SDD_CSN_2;SDD_CSN_3;SDD_CSN_4A;SDD_CSN_4B;SDD_CSN_5;SDD_CSN_6;SDD_CSN_7;SDD_CSN_8;SDD_CSN_9;SDD_CSN_10;SDD_CSN_11;SDD_CSN_12;SDD_CSN_13;SDD_CSN_14;SDD_CSN_15;SDD_CSN_16;SDD_CSN_17;SDD_CSN_18;SDD_CSN_19;SDD_CSN_20;SDD_CSN_21;SDD_CSN_100A;SDD_CSN_101;SDD_VZG_1;SDD_VZG_2;SDD_VZG_3;SDD_VZG_4;SDD_VZG_5;SDD_VZG_6;SDD_VZG_7;SDD_VZG_8;SDD_VZG_9;SDD_VZG_10;SDD_ZD_32;SDD_ZD_34;SDD_ZD_36;SDD_ZD_38;SDD_ZD_40;SDD_ZD_43;SDD_ZD_45;SDD_ZD_47;SDD_ZD_49;SDD_ZD_51;SDD_ZD_53;SDD_ZD_55;SDD_ZD_57;SDD_ZD_45A;SDD_ZD_34A;SDD_CS_1;SDD_CS_2;SDD_CS_3;SDD_CS_4;SDD_WPP_1;SDD_WPP_2;SDD_WPP_3;SDD_WPP_4;SDD_WPP_5;SDD_WPP_6;SDD_WPP_7;SDD_WPP_8;SDD_WPP_9;SDD_WPP_10;SDD_WPP_11;SDD_WPP_12;SDD_WPP_13;SDD_WPP_14;SDD_WPP_15;SDD_WPP_16;SDD_WPP_17;SDD_WPP_100A;SDD_WPP_100B;SDD_WPP_100C;SDD_WPP_101;SDD_SLW_1;SDD_SLW_2;SDD_SLW_3;SDD_SLW_4;SDD_SLW_5;SDD_SLW_6;SDD_SLW_7;SDD_SLW_8;SDD_SLW_9;SDD_SLW_10;SDD_SLW_11;SDD_SLW_12;SDD_SLW_13;SDD_SLW_14;SDD_SLW_15;SDD_SLW_16;SDD_SLW_17;SDD_SLW_19;SDD_SLW_22;SDD_SLW_24;SDD_SLW_26;SDD_SLW_100A;SDD_SLW_100B;SDD_SLW_101;SDD_SLW_110;SDD_LCM_112;SDD_LCM_114;SDD_LCM_113A;SDD_LCM_190A;SDD_LCM_121A;SDD_LCM_121B;SDD_LCM_121C;SDD_LCM_121D;SDD_LCM_122;SDD_LCM_123A;SDD_LCM_123B;SDD_LCM_123C;SDD_LCM_123D;SDD_LCM_124;SDD_LCM_125A;SDD_LCM_125B;SDD_LCM_125C;SDD_LCM_125D;SDD_LCM_132A;SDD_LCM_132B;SDD_LCM_132C;SDD_LCM_132D;SDD_LCM_133;SDD_LCM_134A;SDD_LCM_134B;SDD_LCM_134C;SDD_LCM_134D;SDD_LCM_140;SDD_LCM_141A;SDD_LCM_141B;SDD_LCM_141C;SDD_LCM_141D;SDD_LCM_150A;SDD_LCM_150B;SDD_LCM_150C;SDD_LCM_150D;SDD_LCM_161A;SDD_LCM_161B;SDD_LCM_161C;SDD_LCM_161D;SDD_LCM_160;SDD_LCM_170;SDD_LCM_180A;SDD_LCM_180B;SDD_LCM_180C;SDD_LCM_180D;SDD_LCM_135A;SDD_LCM_135B;SDD_LCM_135C;SDD_LCM_135D;SDD_LCM_153;SDD_LCM_142A;SDD_LCM_142B;SDD_LCM_142C;SDD_LCM_142D;SDD_LCM_151A;SDD_LCM_151B;SDD_LCM_151C;SDD_LCM_151D;SDD_LCM_152A;SDD_LCM_152B;SDD_LCM_152C;SDD_LCM_152D;SDD_LCM_162A;SDD_LCM_162B;SDD_LCM_162C;SDD_LCM_162D;SDD_LCM_163A;SDD_LCM_163B;SDD_LCM_163C;SDD_LCM_163D;SDD_LCM_164;SDD_LCM_115A;SDD_LCM_115B;SDD_LCM_115C;SDD_LCM_115D;SDD_MDW_1;SDD_MDW_2;SDD_MDW_3;SDD_MDW_4;SDD_MDW_5;SDD_MDW_6;SDD_MDW_7;SDD_MDW_8;SDD_MDW_9;SDD_MDW_10;SDD_MDW_11;SDD_MDW_12;SDD_MDW_13;SDD_MDW_14;SDD_MDW_15A;SDD_MDW_16A;SDD_MDW_17;SDD_MDW_18;SDD_MDW_19;SDD_MDW_20;SDD_SVT_1;SDD_SVT_2;SDD_SVT_3;SDD_SVT_4;SDD_SVT_5;SDD_SVT_6;SDD_SVT_7;SDD_SVT_8;SDD_BLW_1;SDD_BLW_2;SDD_BLW_3;SDD_BLW_4;SDD_BLW_5;SDD_BLW_6;SDD_BLW_7;SDD_BLW_8;SDD_BLW_9;SDD_BLW_10;SDD_BLW_11;SDD_BLW_12;SDD_BLW_100;SDD_BLW_101A;SDD_BLW_101B;SDD_BLW_101C;SDD_BLW_101D;SDD_GN_1;SDD_GN_2;SDD_GN_3;SDD_GN_4;SDD_GN_5;SDD_GN_6;SDD_GN_7;SDD_GN_8;SDD_GN_9;SDD_GN_10;SDD_GN_11;SDD_GN_12;SDD_GN_14;SDD_GN_16;SDD_GN_18;SDD_GN_13A;SDD_GN_13B;SDD_GN_13C;SDD_GN_13D;SDD_GN_13E;SDD_GN_20A;SDD_GN_20B;SDD_GN_20C;SDD_GN_20D;SDD_GN_20E;SDD_GN_100A;SDD_GN_100B;SDD_GN_100C;SDD_GN_100D;SDD_GN_100E;SDD_GN_110A;SDD_GN_110B;SDD_GN_110C;SDD_GN_110D;SDD_GN_110E;SDD_DMZ_1;SDD_DMZ_2;SDD_DMZ_3;SDD_DMZ_4;SDD_DMZ_5;SDD_DMZ_6;SDD_DMZ_7;SDD_DMZ_8;SDD_DMZ_9;SDD_DMZ_10;SDD_DMZ_11;SDD_DMZ_12;SDD_DMZ_110;SDD_DMZ_111;SDD_DMZ_120A;SDD_DMZ_120B;SDD_DMZ_120C;SDD_GPP_1;SDD_GPP_2;SDD_GPP_3;SDD_GPP_4;SDD_GPP_5;SDD_GPP_6;SDD_GPP_7;SDD_GPP_8;SDD_GPP_9;SDD_GPP_10;SDD_GPP_11;SDD_GPP_12;SDD_GPP_14;SDD_GPP_16;SDD_GPP_18;SDD_GPP_100A;SDD_GPP_100B;SDD_GPP_100C;SDD_GPP_100D;SDD_GPP_13A;SDD_GPP_13B;SDD_GPP_13C;SDD_GPP_13D;SDD_GPP_110A;SDD_GPP_110B;SDD_GPP_110C;SDD_GPP_110D;SDD_GPP_20A;SDD_GPP_20B;SDD_GPP_20C;SDD_GPP_20D;SDD_GPP_120A;SDD_GPP_120B;SDD_GPP_120C;SDD_GPP_120D;SDD_GPP_130A;SDD_GPP_130B;SDD_GPP_130C;SDD_GPP_130D;SDD_ZD_1;SDD_ZD_3;SDD_ZD_5;SDD_ZD_7;SDD_ZD_9;SDD_ZD_11;SDD_ZD_13;SDD_ZD_15;SDD_ZD_17;SDD_ZD_19;SDD_ZD_21;SDD_ZD_23;SDD_ZD_25;SDD_ZD_2;SDD_ZD_4;SDD_ZD_6A;SDD_ZD_6B;SDD_ZD_8;SDD_ZD_10;SDD_ZD_12;SDD_ZD_14;SDD_ZD_16;SDD_ZD_18B;SDD_ZD_20;SDD_ZD_102A;SDD_ZD_102B;SDD_ZD_102C;SDD_ZD_102D;SDD_ZD_103;SDD_ZD_104A;SDD_ZD_104B;SDD_ZD_104C;SDD_ZD_104D;SDD_ZD_110;SDD_ZD_111A;SDD_ZD_111B;SDD_ZD_112;SDD_ZD_113;SDD_ZD_120;SDD_ZD_121;SDD_ZD_59;SDD_ZD_130;SDD_ZD_131;SDD_ZD_132A;SDD_ZD_132B;SDD_ZD_132C;SDD_ZD_132D;SDD_ZD_132E;SDD_ZD_133A;SDD_ZD_133B;SDD_ZD_133C;SDD_ZD_133D;SDD_ZD_140;SDD_ZD_141A;SDD_ZD_141B;SDD_ZD_141C;SDD_ZD_141D;SDD_ZD_141E;SDD_ZD_142A;SDD_ZD_142B;SDD_ZD_142C;SDD_ZD_142D;SDD_ZD_143;SDD_ZD_150;SDD_ZD_151A;SDD_ZD_151B;SDD_ZD_151C;SDD_ZD_151D;SDD_ZD_151E;SDD_ZD_152A;SDD_ZD_152B;SDD_ZD_152C;SDD_ZD_152D;SDD_ZD_153;SDD_ZD_154A;SDD_ZD_160A;SDD_ZD_160B;SDD_ZD_160C;SDD_ZD_160D;SDD_ZD_160E;SDD_ZD_161A;SDD_ZD_161B;SDD_ZD_161C;SDD_ZD_161D;SDD_ZD_162;SDD_OAS_13;SDD_OAS_15;SDD_OAS_1;SDD_OAS_3;SDD_OAS_9;SDD_OAS_11;SDD_OAS_2;SDD_OAS_4;SDD_OAS_6;SDD_OAS_8;SDD_LCM_111;SDD_LCM_131;SDD_OAS_10;SDD_LCM_191;SDD_LCM_192;SDD_ITW_100A;SDD_ITW_100B;SDD_ITW_100C;SDD_ITW_100D;SDD_ITW_101A;SDD_ITW_101B;SDD_ITW_101C;SDD_ITW_101D;SDD_ITW_102;SDD_ITW_103A;SDD_ITW_103B;SDD_ITW_103C;SDD_ITW_103D;SDD_ITW_110A;SDD_ITW_110B;SDD_ITW_110C;SDD_ITW_110D;SDD_ITW_7;SDD_ITW_150A;SDD_ITW_150B;SDD_ITW_150C;SDD_ITW_150D;SDD_ITW_160;SDD_ITW_180;SDD_ITW_131;SDD_ITW_132;SDD_ITW_161A;SDD_ITW_161B;SDD_ITW_161C;SDD_ITW_161D;SDD_ITW_170A;SDD_ITW_170B;SDD_ITW_170C;SDD_ITW_170D;SDD_ITW_181A;SDD_ITW_181B;SDD_ITW_181C;SDD_ITW_181D;SDD_ITW_190A;SDD_ITW_190B;SDD_ITW_190C;SDD_ITW_190D;SDD_ITW_120A;SDD_ITW_120B;SDD_ITW_120C;SDD_ITW_120D;SDD_ITW_130A;SDD_ITW_130B;SDD_ITW_130C;SDD_ITW_130D;SDD_ITW_140A;SDD_ITW_140B;SDD_ITW_140C;SDD_ITW_140D;SDD_DMZ_100A;SDD_DMZ_100B;SDD_DMZ_100C;SDD_DMZ_100D;SDD_DMZ_101;SDD_DMZ_112A;SDD_DMZ_112B;SDD_DMZ_112C;SDD_DMZ_112D;SDD_DMZ_113;SDD_ZD_122;SDD_ZD_114;SDD_ZD_1A;SDD_ZD_2A;SDD_CS_3A;SDD_CS_4A;SDD_SLW_1A;SDD_SLW_2A;SDD_WPP_100D;SDD_GPP_7A;SDD_GN_7A;SDD_DMZ_9A;SDD_ZD_18A;SDD_MDW_16B;SDD_MDW_16C;SDD_MDW_16D;SDD_MDW_15B;SDD_MDW_15C;SDD_MDW_15D;SDD_LCM_190B;SDD_LCM_190C;SDD_LCM_190D;SDD_LCM_113B;SDD_LCM_113C;SDD_LCM_113D
12,SIA_LATS_1,ATS_Local_Server,SIA_ATS_1;SIA_CATS;SIA_MSS,Mainline,SDD_ITW_1;SDD_ITW_3A;SDD_ITW_5;SDD_ITW_2;SDD_ITW_4A;SDD_ITW_6;SDD_ITW_3B;SDD_ITW_3C;SDD_ITW_4B;SDD_ITW_4C;SDD_VLN_1;SDD_VLN_3;SDD_VLN_5;SDD_VLN_7;SDD_VLN_9;SDD_VLN_11;SDD_VLN_13;SDD_VLN_2;SDD_VLN_4;SDD_VLN_6;SDD_VLN_8;SDD_VLN_10;SDD_VLN_12;SDD_VLN_14;SDD_VLN_16;SDD_VLN_18;SDD_VLN_20;SDD_VLN_22;SDD_HDS_1;SDD_HDS_3;SDD_HDS_5;SDD_HDS_7;SDD_HDS_9;SDD_HDS_11;SDD_HDS_13;SDD_HDS_15;SDD_HDS_17;SDD_HDS_2;SDD_HDS_4;SDD_HDS_6;SDD_HDS_8;SDD_HDS_10;SDD_HDS_12;SDD_HDS_14;SDD_HDS_16;SDD_HDS_18;SDD_HDS_100;SDD_HDS_101A;SDD_HDS_101B;SDD_HDS_101C;SDD_HDS_101D;SDD_HDS_102;SDD_ZD_27;SDD_ZD_29;SDD_ZD_31;SDD_ZD_33;SDD_ZD_35;SDD_ZD_37;SDD_ZD_39;SDD_ZD_41;SDD_ZD_22;SDD_ZD_24A;SDD_ZD_26;SDD_ZD_28;SDD_ZD_30;SDD_ZD_24B;SDD_ZD_24C;SDD_ZD_24D;SDD_ZD_1;SDD_ZD_3;SDD_ZD_5;SDD_ZD_7;SDD_ZD_9;SDD_ZD_11;SDD_ZD_13;SDD_ZD_15;SDD_ZD_17;SDD_ZD_19;SDD_ZD_21;SDD_ZD_23;SDD_ZD_25;SDD_ZD_2;SDD_ZD_4;SDD_ZD_6A;SDD_ZD_6B;SDD_ZD_8;SDD_ZD_10;SDD_ZD_12;SDD_ZD_14;SDD_ZD_16;SDD_ZD_18B;SDD_ZD_20;SDD_ZD_102A;SDD_ZD_102B;SDD_ZD_102C;SDD_ZD_102D;SDD_ZD_103;SDD_ZD_104A;SDD_ZD_104B;SDD_ZD_104C;SDD_ZD_104D;SDD_ZD_110;SDD_ZD_111A;SDD_ZD_111B;SDD_ZD_112;SDD_ZD_113;SDD_ZD_120;SDD_ZD_121;SDD_ZD_130;SDD_ZD_131;SDD_ZD_132A;SDD_ZD_132B;SDD_ZD_132C;SDD_ZD_132D;SDD_ZD_132E;SDD_ZD_133A;SDD_ZD_133B;SDD_ZD_133C;SDD_ZD_133D;SDD_ZD_140;SDD_ZD_141A;SDD_ZD_141B;SDD_ZD_141C;SDD_ZD_141D;SDD_ZD_141E;SDD_ZD_142A;SDD_ZD_142B;SDD_ZD_142C;SDD_ZD_142D;SDD_ZD_143;SDD_ZD_150;SDD_ZD_151A;SDD_ZD_151B;SDD_ZD_151C;SDD_ZD_151D;SDD_ZD_151E;SDD_ZD_152A;SDD_ZD_152B;SDD_ZD_152C;SDD_ZD_152D;SDD_ZD_153;SDD_ZD_154A;SDD_ZD_160A;SDD_ZD_160B;SDD_ZD_160C;SDD_ZD_160D;SDD_ZD_160E;SDD_ZD_161A;SDD_ZD_161B;SDD_ZD_161C;SDD_ZD_161D;SDD_ZD_162;SDD_ITW_100A;SDD_ITW_100B;SDD_ITW_100C;SDD_ITW_100D;SDD_ITW_101A;SDD_ITW_101B;SDD_ITW_101C;SDD_ITW_101D;SDD_ITW_102;SDD_ITW_103A;SDD_ITW_103B;SDD_ITW_103C;SDD_ITW_103D;SDD_ITW_110A;SDD_ITW_110B;SDD_ITW_110C;SDD_ITW_110D;SDD_ITW_7;SDD_ITW_150A;SDD_ITW_150B;SDD_ITW_150C;SDD_ITW_150D;SDD_ITW_160;SDD_ITW_180;SDD_ITW_131;SDD_ITW_132;SDD_ITW_161A;SDD_ITW_161B;SDD_ITW_161C;SDD_ITW_161D;SDD_ITW_170A;SDD_ITW_170B;SDD_ITW_170C;SDD_ITW_170D;SDD_ITW_181A;SDD_ITW_181B;SDD_ITW_181C;SDD_ITW_181D;SDD_ITW_190A;SDD_ITW_190B;SDD_ITW_190C;SDD_ITW_190D;SDD_ITW_120A;SDD_ITW_120B;SDD_ITW_120C;SDD_ITW_120D;SDD_ITW_130A;SDD_ITW_130B;SDD_ITW_130C;SDD_ITW_130D;SDD_ITW_140A;SDD_ITW_140B;SDD_ITW_140C;SDD_ITW_140D;SDD_ZD_122;SDD_ZD_114;SDD_ZD_1A;SDD_ZD_2A;SDD_ZD_18A;SDD_ZD_32;SDD_ZD_34;SDD_ZD_36;SDD_ZD_38;SDD_ZD_40;SDD_ZD_43;SDD_ZD_45;SDD_ZD_47;SDD_ZD_49;SDD_ZD_51;SDD_ZD_53;SDD_ZD_55;SDD_ZD_57;SDD_ZD_45A;SDD_ZD_34A;SDD_VZG_1;SDD_VZG_2;SDD_VZG_3;SDD_VZG_4;SDD_VZG_5;SDD_VZG_6;SDD_VZG_7;SDD_VZG_8;SDD_VZG_9;SDD_VZG_10;SDD_CSN_1;SDD_CSN_2;SDD_CSN_3;SDD_CSN_4A;SDD_CSN_4B;SDD_CSN_5;SDD_CSN_6;SDD_CSN_7;SDD_CSN_8;SDD_CSN_9;SDD_CSN_10;SDD_CSN_11;SDD_CSN_12;SDD_CSN_13;SDD_CSN_14;SDD_CSN_15;SDD_CSN_16;SDD_CSN_17;SDD_CSN_18;SDD_CSN_19;SDD_CSN_20;SDD_CSN_21;SDD_CSN_100A;SDD_CSN_101;SDD_ND_1;SDD_ND_2;SDD_ND_3;SDD_ND_4;SDD_ND_5;SDD_ND_6;SDD_ND_7;SDD_ND_8;SDD_ND_9;SDD_ND_100;SDD_ND_101;SDD_ND_110;SDD_ND_111;SDD_ND_112;SDD_ND_120;SDD_ND_121;SDD_ND_122;SDD_ND_130;SDD_ZD_59
